,Terms,Freq,POS
9633,attach,6,VBP
9634,dupré,6,JJ
9635,jay,6,NN
9636,francisca,6,NN
9637,julie,6,NN
9638,overmanipulated,6,VBD
9639,oilytextured,6,JJ
9640,sauvy,6,NN
9641,durif,6,NN
9642,danie,6,NN
9643,cwg,6,NN
9644,supersized,6,VBN
9645,hinder,6,NN
9646,pimiento,6,NN
9647,etude,6,VBP
9648,superdelicious,6,JJ
9649,weintraub,6,NN
9650,emiliaromagna,6,NN
9651,nodosage,6,NN
9652,copperhued,6,VBD
9653,oakaccented,6,JJ
9654,sensitivity,6,NN
9655,lightpink,6,VBP
9656,sineanns,6,NN
9657,barsac,6,NN
9658,weld,6,VBD
9659,edouard,6,RB
9660,li,6,JJ
9661,recurrence,6,NN
9662,alvaro,6,NN
9663,flowershop,6,NN
9664,fonréaud,6,NN
9665,hypnotic,6,JJ
9666,mau,6,NN
9667,lombardy,6,NN
9668,slavonian,6,JJ
9669,bergström,6,NN
9670,imposingly,6,RB
9671,baroque,6,JJ
9672,chasselas,6,NNS
9673,grillé,6,VBP
9674,leesbased,6,VBN
9675,garnatxa,6,NN
9676,chêne,6,NN
9677,vise,6,NN
9678,stiffly,6,NN
9679,brutal,6,NN
9680,barrelinduced,6,VBD
9681,hightone,6,CD
9682,transmute,6,JJ
9683,nicole,6,JJ
9684,caviar,6,NN
9685,scrutiny,6,NN
9686,buttermilk,6,NN
9687,steepest,6,JJS
9688,personify,6,NN
9689,zinlike,6,NN
9690,applepear,6,VBP
9691,regularlabel,6,NN
9692,highpriced,6,VBN
9693,pretend,6,VBP
9694,alte,6,JJ
9695,columbard,6,NN
9696,cortado,6,NN
9697,hitch,6,NN
9698,unrelenting,6,VBG
9699,singlequinta,6,JJ
9700,reddishorange,6,NN
9701,pill,6,NN
9702,winemakerowner,6,NN
9703,modernstyled,6,VBD
9704,runny,6,JJ
9705,justoffdry,6,NN
9706,edmeades,6,NNS
9707,nathan,6,VBP
9708,dear,6,JJ
9709,enemy,6,NN
9710,logo,6,NN
9711,jubilant,6,NN
9712,kionas,6,NNS
9713,thrillingly,6,RB
9714,gossamerlight,6,JJ
9715,roquefort,6,NN
9716,vicente,6,NN
9717,candiedberry,6,NN
9718,visible,6,JJ
9719,loyal,6,JJ
9720,cinnamonlike,6,NN
9721,jadots,6,NNS
9722,redpurple,6,VBP
9723,zippiness,6,NN
9724,slap,6,NN
9725,parfait,6,VBP
9726,sizzler,6,NN
9727,roastytoasty,6,NN
9728,freshcracked,6,VBD
9729,flouret,6,JJ
9730,gilles,6,NNS
9731,delivers,6,NNS
9732,barbie,6,VBP
9733,wraparound,6,IN
9734,tamarack,6,NN
9735,greengold,6,NN
9736,tropicalfruitflavored,6,VBD
9737,millennial,6,JJ
9738,argyle,6,JJ
9739,harden,6,NN
9740,andres,6,NNS
9741,ibarra,6,VBP
9742,cardinale,6,JJ
9743,taransaud,6,NN
9744,wellwoven,6,RB
9745,aurilia,6,JJ
9746,hummingbird,6,NN
9747,latté,6,NN
9748,twobarrel,6,NN
9749,peaches,6,NNS
9750,organization,6,NN
9751,loaf,6,VBZ
9752,jon,6,NN
9753,revere,6,RB
9754,encrust,6,RB
9755,blancdominated,6,VBN
9756,subtract,6,JJ
9757,savagnin,6,NN
9758,babcocks,6,NNS
9759,gerbac,6,VBP
9760,abate,6,JJ
9761,fetel,6,NN
9762,quartet,6,NN
9763,rubberyfeeling,6,VBG
9764,overdrive,6,JJ
9765,stylishness,6,NN
9766,mellot,6,NN
9767,sancerres,6,NNS
9768,dominus,6,VBP
9769,nurture,6,JJ
9770,hoage,6,NN
9771,unheardof,6,JJ
9772,solano,6,NN
9773,plumjuice,6,NN
9774,monts,6,NNS
9775,damnés,6,VBP
9776,anjoupear,6,JJ
9777,gratin,6,NN
9778,scooteney,6,NN
9779,callet,6,NN
9780,capacity,6,NN
9781,legit,6,VBP
9782,harken,6,VBN
9783,macau,6,JJ
9784,savennières,6,NNS
9785,rhônebased,6,VBD
9786,visit,6,NN
9787,nonreserve,6,NN
9788,edgier,6,JJR
9789,discipline,6,JJ
9790,whitefloral,6,JJ
9791,rue,6,NN
9792,salamino,6,NN
9793,recommendable,6,JJ
9794,sightly,6,RB
9795,riservas,6,VBP
9796,birthplace,6,NN
9797,quaffability,6,NN
9798,resurface,6,NN
9799,reminiscence,6,NN
9800,kurtzman,6,NN
9801,h,6,NN
9802,aniselike,6,IN
9803,admirer,6,NN
9804,modify,6,NN
9805,charcoalgrilled,6,VBD
9806,muskat,6,NN
9807,favorably,6,RB
9808,dabble,6,JJ
9809,cabernetcarmenère,6,NN
9810,blueberryblackberry,6,NN
9811,plavac,6,NN
9812,mali,6,JJ
9813,september,6,NN
9814,são,6,NN
9815,pernandvergelesses,6,NNS
9816,hectare,6,VBP
9817,cowhide,6,JJ
9818,noise,6,NN
9819,nettley,6,NN
9820,victim,6,NN
9821,sparker,6,NN
9822,thud,6,NN
9823,juan,6,NN
9824,neusiedl,6,JJ
9825,singleestate,6,NN
9826,cherryscented,6,VBD
9827,waipara,6,WP
9828,subsequently,6,RB
9829,gouda,6,VBP
9830,plumfruit,6,NN
9831,broker,6,NN
9832,continuity,6,NN
9833,modernity,6,NN
9834,mourvédre,6,VBP
9835,labégorce,6,NN
9836,expanse,6,NN
9837,unremarkable,6,JJ
9838,comingling,6,NN
9839,greeninfused,6,VBD
9840,splendidly,6,RB
9841,madness,6,JJ
9842,skillful,6,JJ
9843,brickle,6,NN
9844,starr,6,NN
9845,ceder,6,NN
9846,cal,6,NN
9847,familyfarmed,6,VBD
9848,boschis,6,NN
9849,churchill,6,NN
9850,leo,6,VBZ
9851,singer,6,JJR
9852,pan,6,NN
9853,topnotes,6,VBZ
9854,temeculas,6,NNS
9855,catpee,6,NN
9856,montalieu,6,NN
9857,violetlike,6,NN
9858,monastrells,6,NNS
9859,lentil,6,VBP
9860,adelsheims,6,JJ
9861,raspberries,6,NNS
9862,spicelaced,6,VBD
9863,halfbottle,6,JJ
9864,cuesta,6,NN
9865,nostril,6,JJ
9866,oakfree,6,JJ
9867,pumpedup,6,NN
9868,reddishpink,6,VBP
9869,grèves,6,NNS
9870,grudgingly,6,RB
9871,barrelderived,6,VBD
9872,acorn,6,JJ
9873,pretense,6,NN
9874,threeplus,6,NN
9875,singe,6,NN
9876,euro,6,JJ
9877,dynamism,6,NN
9878,biondisanti,6,VBZ
9879,ghost,6,NN
9880,latin,6,JJ
9881,alp,6,JJ
9882,blacklicorice,6,NN
9883,cheeserind,6,NN
9884,teaflavored,6,VBD
9885,charredwood,6,NN
9886,spongey,6,NN
9887,romitorio,6,NN
9888,blackberrylaced,6,VBD
9889,beaumont,6,JJ
9890,elli,6,NN
9891,acidinspired,6,VBD
9892,immigrant,6,JJ
9893,grenouilles,6,NNS
9894,rumble,6,JJ
9895,pig,6,NN
9896,flavorpacked,6,VBD
9897,plunge,6,NN
9898,thekla,6,NN
9899,teasingly,6,RB
9900,cristal,6,JJ
9901,everybody,6,NN
9902,pepi,6,JJ
9903,galets,6,NNS
9904,northstar,6,JJ
9905,lemontea,6,JJ
9906,jaboulets,6,NNS
9907,greenolive,6,VBP
9908,brisket,6,NN
9909,josef,6,NN
9910,redder,6,NN
9911,polenta,6,NN
9912,antinoris,6,NN
9913,ferrini,6,NN
9914,seldomseen,6,JJ
9915,castiglione,6,NN
9916,cao,6,NN
9917,watsonville,6,NN
9918,amberhued,6,VBD
9919,vms,6,JJ
9920,nickname,6,JJ
9921,mandarine,6,NN
9922,odor,6,NN
9923,unevolved,6,VBD
9924,moldova,6,JJ
9925,ferguson,6,NN
9926,rosellas,6,NNS
9927,folonari,6,VBP
9928,pearfruit,6,NN
9929,likably,6,RB
9930,dulon,6,RB
9931,welltextured,6,JJ
9932,salmonhued,6,VBD
9933,flan,6,JJ
9934,ribeira,6,NN
9935,unnaturally,6,RB
9936,cabernetfriendly,6,RB
9937,gambler,6,JJ
9938,whiskey,6,NN
9939,superextracted,6,VBD
9940,stanly,6,RB
9941,paumanoks,6,RB
9942,haycolored,6,VBN
9943,broody,6,NN
9944,blackpurple,6,JJ
9945,patron,6,NN
9946,static,6,JJ
9947,bakery,6,NN
9948,bertani,6,NN
9949,infamous,6,JJ
9950,loaded,6,VBD
9951,orangetinged,6,JJ
9952,dryfruit,6,NN
9953,palatecleaning,6,VBG
9954,shale,6,JJ
9955,bastardo,6,NN
9956,merryvales,6,NNS
9957,oldwood,6,RB
9958,chewier,6,JJR
9959,aurora,6,NNS
9960,amarolike,6,IN
9961,smoothest,6,JJS
9962,wellfocused,6,VBN
9963,sunflower,6,JJR
9964,unbroken,6,JJ
9965,negrette,6,NN
9966,craig,6,NN
9967,synthetic,6,JJ
9968,verdeca,6,NN
9969,locally,6,RB
9970,listán,6,JJ
9971,ultradark,6,NN
9972,gentile,6,NN
9973,characterise,6,NN
9974,hardpounding,6,VBG
9975,arnaud,6,NN
9976,wellhandled,6,VBD
9977,gel,6,NNS
9978,lowlevel,6,JJ
9979,year,6,NN
9980,f,6,NN
9981,oakrich,6,IN
9982,clampdown,6,JJ
9983,rave,6,VBP
9984,iconoclastic,6,JJ
9985,lovall,6,NN
9986,engineer,6,NN
9987,invade,6,NN
9988,gbw,6,NN
9989,buena,6,NN
9990,gimonnet,6,NN
9991,maturetasting,6,VBG
9992,ambient,6,JJ
9993,cerequio,6,NN
9994,mellower,6,NN
9995,lafonts,6,NNS
9996,unrelieved,6,JJ
9997,donna,6,NNS
9998,pineapplelike,6,IN
9999,malo,6,NN
10000,spicedplum,6,NN
10001,environmental,6,JJ
10002,embolden,6,JJ
10003,holy,6,NN
10004,béchamel,6,IN
10005,peartart,6,JJ
10006,doughiness,6,NN
10007,duly,6,NN
10008,indeterminate,5,JJ
10009,redbordeaux,5,NN
10010,mediumgold,5,VBD
10011,no,5,DT
10012,rainonslate,5,NN
10013,ornate,5,NN
10014,duttons,5,NNS
10015,honeylemon,5,VBP
10016,citrusdominated,5,VBN
10017,jerry,5,NN
10018,campari,5,NN
10019,forrest,5,JJS
10020,homeland,5,NN
10021,celebrity,5,NN
10022,fabled,5,VBD
10023,farreaching,5,VBG
10024,raspberrycandy,5,JJ
10025,stella,5,NN
10026,wittmanns,5,IN
10027,elkton,5,JJ
10028,highestelevation,5,NN
10029,headpruned,5,VBD
10030,pozo,5,JJ
10031,exalt,5,NN
10032,seedless,5,NN
10033,finefooted,5,VBD
10034,cuyama,5,JJ
10035,montredon,5,JJ
10036,mcwilliams,5,NNS
10037,discussion,5,NN
10038,forebode,5,NN
10039,sauvignoncabernet,5,NN
10040,fonterutoli,5,NN
10041,whitestone,5,NN
10042,dampness,5,NN
10043,generoustasting,5,VBG
10044,carpentry,5,NN
10045,kj,5,VBD
10046,submit,5,NN
10047,breathless,5,NN
10048,roserock,5,NN
10049,carignanled,5,VBD
10050,yingyang,5,RB
10051,creamtextured,5,VBN
10052,kelp,5,NN
10053,unoaky,5,JJ
10054,trunk,5,NN
10055,hoppes,5,NNS
10056,earthquake,5,NN
10057,charitably,5,RB
10058,nutmeglike,5,IN
10059,sambuca,5,JJ
10060,topnote,5,NN
10061,wrest,5,JJS
10062,zac,5,NN
10063,brumont,5,NN
10064,chambollemusigny,5,NN
10065,parch,5,NN
10066,laplace,5,NN
10067,fascination,5,NN
10068,pirouette,5,NN
10069,sémillion,5,NN
10070,tamarez,5,NN
10071,papery,5,NN
10072,tommasi,5,NN
10073,goulash,5,NN
10074,intersection,5,NN
10075,stress,5,NN
10076,smoothfeeling,5,VBG
10077,shove,5,VB
10078,viurachardonnay,5,NN
10079,offkilter,5,NN
10080,through,5,IN
10081,luxe,5,NN
10082,measurable,5,JJ
10083,margin,5,NN
10084,mercuès,5,NN
10085,correspond,5,NN
10086,midnightblack,5,NN
10087,viole,5,NN
10088,monforte,5,NN
10089,cornish,5,JJ
10090,giacomo,5,NN
10091,grimaldi,5,NN
10092,caramelvanilla,5,NN
10093,yellowtinted,5,VBD
10094,malagousia,5,JJ
10095,pineappleguava,5,NN
10096,ruché,5,NN
10097,andy,5,NN
10098,herbinflected,5,VBD
10099,sweetpea,5,JJ
10100,toros,5,NNS
10101,herbaccented,5,VBD
10102,skew,5,NN
10103,lighterframed,5,VBD
10104,coke,5,JJ
10105,grandlieu,5,NN
10106,italico,5,NN
10107,distributor,5,NN
10108,zach,5,NN
10109,ironoxide,5,NN
10110,patchouli,5,NN
10111,fe,5,NN
10112,cherryblackberry,5,VBP
10113,unnecessarily,5,RB
10114,tuttifruity,5,JJ
10115,carne,5,NN
10116,asada,5,NN
10117,walch,5,NN
10118,tarlike,5,IN
10119,vieilles,5,NNS
10120,freshfeeling,5,VBG
10121,meltinthemouth,5,NN
10122,pillar,5,NN
10123,oystershell,5,NN
10124,code,5,NN
10125,continuously,5,RB
10126,texure,5,JJ
10127,bus,5,NN
10128,beringers,5,NNS
10129,lola,5,VBP
10130,confusingly,5,RB
10131,ervamoira,5,JJ
10132,spearhead,5,NN
10133,enrico,5,NN
10134,clarke,5,NN
10135,joan,5,NN
10136,herbacious,5,JJ
10137,firestone,5,NN
10138,pellet,5,NN
10139,serre,5,JJ
10140,pesticide,5,NN
10141,mencia,5,NN
10142,drawnin,5,NN
10143,foreign,5,JJ
10144,opentextured,5,VBD
10145,flexible,5,JJ
10146,vi,5,JJ
10147,news,5,NN
10148,bond,5,NN
10149,advisable,5,JJ
10150,convent,5,NN
10151,tomar,5,NN
10152,leaden,5,JJ
10153,percolate,5,NN
10154,wairau,5,NN
10155,genie,5,NN
10156,boizel,5,NN
10157,toastednut,5,NN
10158,reverse,5,NN
10159,pinkred,5,VBD
10160,chehalems,5,NNS
10161,overlie,5,JJ
10162,wayfarer,5,NN
10163,winside,5,IN
10164,anne,5,NN
10165,parafada,5,NN
10166,jonathan,5,NN
10167,quart,5,NN
10168,inert,5,NN
10169,californiabased,5,VBD
10170,dassault,5,NN
10171,witness,5,NN
10172,riverbend,5,VBP
10173,freak,5,JJ
10174,user,5,NN
10175,paloumey,5,NN
10176,mendozas,5,NN
10177,carefree,5,JJ
10178,admit,5,NN
10179,mintinfused,5,VBD
10180,lyon,5,JJ
10181,profuse,5,NN
10182,airen,5,JJ
10183,sean,5,JJ
10184,cailloux,5,NN
10185,testimony,5,NN
10186,shafers,5,NNS
10187,illustration,5,VBP
10188,promisingly,5,RB
10189,wherever,5,JJ
10190,redlicorice,5,NN
10191,accolade,5,VBD
10192,vos,5,JJ
10193,tosco,5,NN
10194,offflavors,5,NNS
10195,sag,5,VBP
10196,fils,5,NNS
10197,superlight,5,VBD
10198,driedberry,5,JJ
10199,mitch,5,NN
10200,territorial,5,JJ
10201,vinyl,5,NN
10202,novys,5,JJ
10203,seasonal,5,JJ
10204,cuvee,5,NN
10205,franciscobased,5,VBD
10206,candied,5,VBN
10207,confected,5,JJ
10208,dama,5,NN
10209,berrylaced,5,VBD
10210,ott,5,JJ
10211,shrubbery,5,NN
10212,ah,5,NN
10213,blacktop,5,NN
10214,riddle,5,NN
10215,cookielike,5,NN
10216,regala,5,NN
10217,piny,5,NN
10218,angela,5,IN
10219,bomber,5,NN
10220,panther,5,NN
10221,rimauresq,5,NN
10222,overenthusiastic,5,JJ
10223,hierarchy,5,NN
10224,reckon,5,NN
10225,hardtodefine,5,NN
10226,satchel,5,NN
10227,task,5,NN
10228,ehren,5,VBP
10229,bannockburn,5,NN
10230,barossas,5,NN
10231,duorum,5,NN
10232,gravellike,5,NN
10233,mocalis,5,NN
10234,mura,5,NN
10235,prelude,5,NN
10236,butteriness,5,NN
10237,confirmation,5,NN
10238,fruitbowl,5,NN
10239,dried,5,VBD
10240,sbragias,5,JJ
10241,tropicalfruited,5,VBN
10242,glycerol,5,NN
10243,cosset,5,NN
10244,buttercrusted,5,VBD
10245,chrystal,5,JJ
10246,dwelley,5,NN
10247,pleasurably,5,RB
10248,resilient,5,JJ
10249,supremacy,5,NN
10250,meaningful,5,JJ
10251,interact,5,NN
10252,shirazbased,5,VBD
10253,nonfruit,5,NN
10254,endeavor,5,NN
10255,radish,5,JJ
10256,daikon,5,NN
10257,herbdriven,5,RB
10258,sweetfruited,5,VBD
10259,tilapia,5,JJ
10260,hobo,5,NN
10261,bortolis,5,NNS
10262,pleasantry,5,NN
10263,syrahdominated,5,VBD
10264,shorter,5,JJR
10265,novy,5,JJ
10266,itata,5,NN
10267,harshly,5,RB
10268,jarvis,5,NN
10269,enjoyably,5,RB
10270,tourism,5,NN
10271,everevolving,5,VBG
10272,piccini,5,JJ
10273,switch,5,NN
10274,noiresque,5,NN
10275,craze,5,NN
10276,wrath,5,NN
10277,vanillasoaked,5,VBD
10278,superjuicy,5,JJ
10279,exclamation,5,NN
10280,acreage,5,NN
10281,gleam,5,NN
10282,fruitlaced,5,VBD
10283,gong,5,JJ
10284,crayon,5,NN
10285,pickberry,5,NN
10286,underperform,5,JJ
10287,jarviss,5,NN
10288,francdominant,5,NN
10289,leafier,5,NN
10290,mondeuse,5,NN
10291,zestlike,5,IN
10292,slicedapple,5,JJ
10293,scandal,5,NN
10294,sauvignoncarmenère,5,NN
10295,shelve,5,VBP
10296,persuasive,5,JJ
10297,chermette,5,NN
10298,savoie,5,NN
10299,bookwalter,5,NN
10300,redfruitdominated,5,VBD
10301,huber,5,NN
10302,dryaged,5,VBN
10303,prugnolo,5,NN
10304,ragu,5,NN
10305,symmetry,5,NN
10306,monotonous,5,JJ
10307,saranty,5,NN
10308,tastewise,5,NN
10309,cope,5,NN
10310,olazabal,5,IN
10311,rrv,5,NN
10312,castelnuovo,5,NN
10313,berardenga,5,NN
10314,cherries,5,NNS
10315,pearlike,5,VBP
10316,brandnew,5,JJ
10317,planeta,5,NN
10318,trinity,5,NN
10319,vestige,5,IN
10320,everlasting,5,VBG
10321,irish,5,JJ
10322,tube,5,NN
10323,chocolatecoated,5,VBD
10324,lemontinged,5,JJ
10325,valtellina,5,FW
10326,basement,5,NN
10327,carafe,5,NN
10328,misolike,5,NN
10329,apologize,5,VBP
10330,appellationblend,5,JJ
10331,visceral,5,JJ
10332,edgar,5,NN
10333,sitespecific,5,NN
10334,candyflavored,5,VBD
10335,stratum,5,JJ
10336,armada,5,RB
10337,breathtakingly,5,RB
10338,justripeenough,5,JJ
10339,drummer,5,NN
10340,cadeau,5,NN
10341,hog,5,NN
10342,guedes,5,NNS
10343,sébastien,5,VBP
10344,oceanview,5,NN
10345,arianses,5,NNS
10346,obliterate,5,VBP
10347,intricacy,5,NN
10348,sake,5,VBP
10349,femininity,5,NN
10350,purefruited,5,VBN
10351,proverbial,5,JJ
10352,glenoras,5,NNS
10353,remembrance,5,NN
10354,periquita,5,NN
10355,cherrytomato,5,NN
10356,ripeberry,5,NN
10357,prosciuttowrapped,5,VBD
10358,botrytisaffected,5,VBN
10359,paola,5,NN
10360,croix,5,NN
10361,showing,5,VBG
10362,shatter,5,JJ
10363,conti,5,NN
10364,recover,5,NN
10365,encantada,5,VBP
10366,gallery,5,NN
10367,twiggy,5,NN
10368,mcfaddens,5,VBZ
10369,rufete,5,JJ
10370,masseto,5,NN
10371,mumm,5,NN
10372,bacalhôa,5,NN
10373,monvigliero,5,NN
10374,tokalon,5,NN
10375,lastly,5,RB
10376,chocolatetinged,5,VBD
10377,stork,5,NN
10378,blackcurrantflavored,5,VBD
10379,wetdog,5,RBR
10380,compostable,5,JJ
10381,durant,5,JJ
10382,marguerite,5,NN
10383,cullens,5,NNS
10384,customer,5,NN
10385,michele,5,VBD
10386,peachdriven,5,RB
10387,lodge,5,NN
10388,wellframed,5,VBD
10389,approval,5,NN
10390,glycerinedriven,5,NN
10391,tavola,5,VBD
10392,straightshooting,5,VBG
10393,lacryma,5,NN
10394,horseshoe,5,NN
10395,heidsieck,5,NN
10396,welldistributed,5,VBD
10397,oakkissed,5,JJ
10398,infinitely,5,RB
10399,mediumboded,5,VBD
10400,gibbston,5,NN
10401,dedication,5,NN
10402,fruitacid,5,NN
10403,sinfully,5,RB
10404,amy,5,JJ
10405,rabajà,5,NN
10406,riva,5,NN
10407,mazzoccos,5,NN
10408,sashimi,5,JJ
10409,averse,5,NN
10410,citrusfilled,5,VBD
10411,jigar,5,NN
10412,collins,5,NNS
10413,berryladen,5,VBP
10414,unfriendly,5,JJ
10415,indifferent,5,JJ
10416,halo,5,NN
10417,ultrapremium,5,JJ
10418,ferraris,5,NN
10419,stillclosed,5,VBD
10420,morillon,5,NN
10421,preside,5,NN
10422,syruplike,5,NN
10423,lefore,5,RBR
10424,bonbon,5,NN
10425,grateful,5,JJ
10426,bug,5,NN
10427,expire,5,NN
10428,indulge,5,NN
10429,boom,5,NN
10430,geology,5,NN
10431,darkpurple,5,NN
10432,lowpriced,5,VBD
10433,screwcapped,5,JJ
10434,sweetsavory,5,NN
10435,cheeselike,5,NN
10436,asianpear,5,JJ
10437,mentor,5,NN
10438,creston,5,NN
10439,uvas,5,NNP
10440,lynch,5,NN
10441,dialedhigh,5,JJ
10442,réserve,5,NN
10443,flit,5,NN
10444,macphails,5,VBZ
10445,matés,5,RBS
10446,making,5,VBG
10447,jus,5,NN
10448,expressively,5,RB
10449,elderflowers,5,VBZ
10450,marl,5,JJ
10451,redhot,5,JJ
10452,seaspray,5,NN
10453,catalan,5,NN
10454,collin,5,VBP
10455,ventoux,5,NN
10456,insalata,5,NN
10457,cole,5,NN
10458,ta,5,NN
10459,messias,5,NN
10460,vienne,5,FW
10461,cedarville,5,NN
10462,bitterorange,5,NN
10463,chug,5,NN
10464,vaulorent,5,NN
10465,lascombes,5,VBZ
10466,tablas,5,JJ
10467,charmless,5,NN
10468,contis,5,NN
10469,incongruent,5,JJ
10470,revelatory,5,NN
10471,needlelike,5,IN
10472,grauburgunder,5,NN
10473,skinlike,5,NN
10474,listen,5,VBP
10475,villard,5,JJ
10476,fruitpunchy,5,NN
10477,comingtogether,5,NN
10478,windrow,5,NN
10479,moreira,5,NN
10480,orangemarmalade,5,VBD
10481,conviction,5,NN
10482,chamber,5,NN
10483,engulf,5,NN
10484,galzignato,5,NN
10485,wagram,5,NN
10486,bouchards,5,NNS
10487,broadbent,5,NN
10488,undoubted,5,VBD
10489,cannabis,5,JJ
10490,stiffer,5,NN
10491,historical,5,JJ
10492,gentlest,5,JJS
10493,madeleine,5,NN
10494,sainte,5,NN
10495,complexion,5,NN
10496,blt,5,IN
10497,cher,5,NN
10498,greenfruited,5,VBD
10499,mainstay,5,JJ
10500,marcel,5,JJ
10501,information,5,NN
10502,sharplydefined,5,VBD
10503,lemondriven,5,RB
10504,adult,5,JJ
10505,benchland,5,NN
10506,cristiano,5,NN
10507,harper,5,NN
10508,blockdesignate,5,NN
10509,biancolella,5,NN
10510,adhere,5,RB
10511,bouscaut,5,JJ
10512,moulis,5,NNS
10513,roger,5,VBP
10514,sjr,5,JJ
10515,buzzy,5,JJ
10516,immerse,5,NN
10517,gratify,5,NN
10518,apex,5,NN
10519,deepfruited,5,VBD
10520,narcissus,5,NN
10521,teddy,5,NN
10522,fate,5,NN
10523,reel,5,NN
10524,ballpark,5,NN
10525,inkling,5,VBG
10526,forgeron,5,JJ
10527,limber,5,NN
10528,rochiolis,5,NN
10529,expresso,5,VBP
10530,valpolicellas,5,NNS
10531,fondue,5,JJ
10532,allrounder,5,IN
10533,somebody,5,NN
10534,fiveyearold,5,JJ
10535,thoughtprovoking,5,VBG
10536,stephy,5,NN
10537,rollat,5,JJ
10538,recommendation,5,NN
10539,citruslaced,5,VBD
10540,sixacre,5,JJ
10541,castro,5,NN
10542,maine,5,NN
10543,jaffurs,5,NN
10544,stonestreets,5,NNS
10545,yamhill,5,VBP
10546,authoritatively,5,RB
10547,spruce,5,JJ
10548,eurostyle,5,JJ
10549,glyceriny,5,NN
10550,mesnil,5,NN
10551,concannons,5,NNS
10552,switzerland,5,VBP
10553,mistral,5,JJ
10554,eyewatering,5,VBG
10555,istria,5,NN
10556,fonte,5,NN
10557,aggressiveness,5,NN
10558,heartiness,5,NN
10559,dix,5,NN
10560,rarest,5,VBP
10561,gooddeal,5,NN
10562,redberryflavored,5,VBN
10563,dungeness,5,JJ
10564,topquality,5,NN
10565,hugh,5,NN
10566,o,5,JJ
10567,seventh,5,JJ
10568,higherelevation,5,NN
10569,cushy,5,NNS
10570,firesteed,5,VBP
10571,polite,5,JJ
10572,fireplace,5,NN
10573,bichot,5,NN
10574,vins,5,NNS
10575,interplanted,5,VBD
10576,thunevin,5,JJ
10577,sidebyside,5,NN
10578,aleatico,5,NN
10579,kendalljacksons,5,NNS
10580,deeplyfruited,5,VBD
10581,newsomeharlows,5,NNS
10582,weil,5,VBP
10583,candiedcherry,5,JJ
10584,rive,5,JJ
10585,secreto,5,NN
10586,adelaidas,5,NNS
10587,petrolly,5,RB
10588,fabre,5,VBP
10589,oakley,5,JJ
10590,men,5,NNS
10591,sixplus,5,VBP
10592,jones,5,NNS
10593,countless,5,JJ
10594,coin,5,VBP
10595,glitter,5,NN
10596,cabernetmalbec,5,NN
10597,subordinate,5,NN
10598,airdrying,5,VBG
10599,montecucco,5,NN
10600,hilly,5,RB
10601,blackjack,5,JJ
10602,tai,5,NN
10603,tannnins,5,NNS
10604,lemonfocused,5,VBD
10605,tincture,5,NN
10606,orangecolored,5,VBN
10607,pago,5,RB
10608,rightful,5,JJ
10609,neutralsmelling,5,VBG
10610,wih,5,JJ
10611,overstate,5,JJ
10612,gallos,5,NN
10613,whatsoever,5,WP
10614,madonna,5,VBZ
10615,semblance,5,NN
10616,fullout,5,NN
10617,hayflower,5,NN
10618,cablike,5,NN
10619,applecrisp,5,NN
10620,façade,5,VBD
10621,mansois,5,JJ
10622,talbotts,5,NN
10623,undeveloped,5,VBD
10624,slot,5,NN
10625,gaineys,5,NNS
10626,vesúvio,5,VBP
10627,sturdily,5,RB
10628,groppello,5,JJ
10629,wilson,5,NN
10630,lipari,5,JJ
10631,rainoncement,5,NN
10632,eruption,5,NN
10633,ramble,5,JJ
10634,israel,5,JJ
10635,easton,5,NN
10636,oxidization,5,NN
10637,mineraldominated,5,VBD
10638,provencal,5,JJ
10639,moreau,5,NN
10640,feed,5,NN
10641,caberent,5,NN
10642,mineralintense,5,NN
10643,cusumano,5,NN
10644,ara,5,IN
10645,greenfloral,5,JJ
10646,batten,5,NNS
10647,freshfruited,5,VBN
10648,alentejos,5,JJ
10649,conventional,5,JJ
10650,succumb,5,NN
10651,dogliani,5,NN
10652,foodoriented,5,VBD
10653,korbel,5,JJ
10654,darkleaning,5,VBG
10655,cease,5,NN
10656,vermentinu,5,NN
10657,corinto,5,NN
10658,baddest,5,JJS
10659,subregions,5,NNS
10660,pasture,5,NN
10661,ripesmelling,5,VBG
10662,laurence,5,NN
10663,brickish,5,JJ
10664,deficiency,5,NN
10665,muscatlike,5,NN
10666,moscatobased,5,VBD
10667,jaune,5,NN
10668,donum,5,NN
10669,london,5,NN
10670,woodsap,5,NN
10671,duckhorns,5,VBZ
10672,transport,5,NN
10673,sergio,5,NN
10674,husky,5,NN
10675,liver,5,NN
10676,trattoria,5,NN
10677,cheddar,5,NN
10678,riviera,5,NN
10679,larose,5,JJ
10680,trintaudon,5,NN
10681,lamarque,5,NN
10682,butterfly,5,NN
10683,mantonico,5,NN
10684,mouthcleaning,5,VBG
10685,bourguignon,5,NN
10686,forestville,5,JJ
10687,vina,5,NN
10688,lachini,5,NN
10689,august,5,NN
10690,wines,5,NNS
10691,spumante,5,NN
10692,barrels,5,NNS
10693,felluga,5,VBP
10694,kressmann,5,JJ
10695,update,5,JJ
10696,prodigious,5,JJ
10697,wellestablished,5,VBD
10698,coury,5,NN
10699,beckett,5,NN
10700,pelvillain,5,NN
10701,threeyearold,5,VBD
10702,polo,5,JJ
10703,domingo,5,NN
10704,wellformed,5,VBD
