,Terms,Freq
10735,bélingard,5
10736,shirley,5
10737,distinctiveness,5
10738,appleflesh,5
10739,random,5
10740,millbrooks,5
10741,alsatianstyle,5
10742,detriment,5
10743,athletic,5
10744,too,5
10745,amalgamate,5
10746,fullbody,5
10747,torrid,5
10748,peanutty,5
10749,smokier,5
10750,glidepath,5
10751,mustache,5
10752,thirsty,5
10753,confront,5
10754,mildness,5
10755,barthe,5
10756,hotvintage,5
10757,midrange,5
10758,savoy,5
10759,moonlight,5
10760,serbian,5
10761,musical,5
10762,crystalize,5
10763,hills,5
10764,fasten,5
10765,uninspiring,5
10766,uneasily,5
10767,waiheke,5
10768,cram,5
10769,rinconada,5
10770,slighty,5
10771,enclose,5
10772,semirich,5
10773,longueville,5
10774,safely,5
10775,butteredpopcorn,5
10776,sobons,5
10777,solidaires,5
10778,marchesi,5
10779,ringer,5
10780,siaurac,5
10781,wellmarbled,5
10782,waxiness,5
10783,candybar,5
10784,fellow,5
10785,honeyflavored,5
10786,gisborne,5
10787,donut,5
10788,feeble,5
10789,cherryblock,5
10790,copy,5
10791,orangy,5
10792,acknowledge,5
10793,sites,5
10794,reuilly,5
10795,laserbeam,5
10796,homer,5
10797,guzzle,5
10798,unearth,5
10799,vieira,5
10800,bardolino,5
10801,persona,5
10802,tsunami,5
10803,bergevin,5
10804,lamoreaux,5
10805,segreta,5
10806,passo,5
10807,limeinfused,5
10808,dandy,5
10809,dolce,5
10810,titanic,5
10811,powderlike,5
10812,beforedinner,5
10813,baldès,5
10814,eclipse,5
10815,neverending,5
10816,justin,5
10817,tableau,5
10818,boundless,5
10819,moreishness,5
10820,microscopic,5
10821,robin,5
10822,lacoste,5
10823,bosco,5
10824,downward,5
10825,baconlike,5
10826,vanillacookie,5
10827,espressobean,5
10828,copperorange,5
10829,finelyground,5
10830,moated,5
10831,midsection,5
10832,richfeeling,5
10833,maplesyrup,5
10834,caiño,5
10835,centerstage,5
10836,lushtextured,5
10837,orangecranberry,5
10838,tonguetantalizing,5
10839,catawba,5
10840,sluggish,5
10841,jammyfruity,5
10842,cavalcade,5
10843,keller,5
10844,proclaim,5
10845,lease,5
10846,quencher,5
10847,damien,5
10848,pantelleria,5
10849,outstandingly,5
10850,headier,5
10851,husch,5
10852,gonzález,5
10853,mor,5
10854,lowest,5
10855,mediumtolong,5
10856,asianfusion,5
10857,swipe,5
10858,bullseye,5
10859,foz,5
10860,schultz,5
10861,malan,5
10862,privilege,5
10863,gnarl,5
10864,rdds,5
10865,alpilles,5
10866,bushel,5
10867,yates,5
10868,invest,5
10869,pansa,5
10870,damage,5
10871,monopoly,5
10872,crushedslate,5
10873,cigarlike,5
10874,dugger,5
10875,coffeeladen,5
10876,author,5
10877,wellloved,5
10878,pears,5
10879,aplenty,5
10880,largeformat,5
10881,knot,5
10882,unpredictable,5
10883,coastline,5
10884,innovation,5
10885,applaud,5
10886,disagreeably,5
10887,girard,5
10888,delay,5
10889,mckenna,5
10890,consideration,5
10891,macrosties,5
10892,chardat,5
10893,fledge,5
10894,trimming,5
10895,wavy,5
10896,ruffino,5
10897,syrahcabernet,5
10898,purplecolored,5
10899,turf,5
10900,marmande,5
10901,coolsite,5
10902,fieldblended,5
10903,tenuous,5
10904,terrine,5
10905,aciditydriven,5
10906,meantime,5
10907,barone,5
10908,byron,5
10909,mushroomlike,5
10910,winegrowing,5
10911,thirdgeneration,5
10912,konstantin,5
10913,gunflint,5
10914,bernardo,5
10915,underbite,5
10916,bittersweetchocolate,5
10917,surmaturité,5
10918,meslier,5
10919,coppertinged,5
10920,shapeless,5
10921,paradise,5
10922,lombard,5
10923,fishy,5
10924,clovelaced,5
10925,planetas,5
10926,enological,5
10927,pfefferl,5
10928,pineappley,5
10929,vesuvius,5
10930,pino,5
10931,adami,5
10932,mr,5
10933,ontiveros,5
10934,emilio,5
10935,krug,5
10936,una,5
10937,chippy,5
10938,facsimile,5
10939,talleys,5
10940,compôte,5
10941,claretstyle,5
10942,sendoff,5
10943,retsina,5
10944,excruciatingly,5
10945,parameter,5
10946,gianni,5
10947,mouvèdre,5
10948,wholebunch,5
10949,ferraud,5
10950,tulpen,5
10951,rheingau,5
10952,opera,5
10953,stellenbosch,5
10954,puretasting,5
10955,foodready,5
10956,visually,5
10957,prunottos,5
10958,ferrer,5
10959,loirelike,5
10960,potel,5
10961,clutch,5
10962,eighth,5
10963,stilldeveloping,5
10964,prolific,5
10965,culture,5
10966,chassespleen,5
10967,resurrect,5
10968,ultratannic,5
10969,barocca,5
10970,mccrea,5
10971,longitude,5
10972,anglaise,5
10973,foris,5
10974,occasio,5
10975,successive,5
10976,susanna,5
10977,nestea,5
10978,medicinecabinet,5
10979,justsqueezed,5
10980,mastroberardino,5
10981,childhood,5
10982,soysauce,5
10983,unquestionably,5
10984,inch,5
10985,overripened,5
10986,sonnenuhr,5
10987,toastedgrain,5
10988,expansively,5
10989,plays,5
10990,dumangin,5
10991,blade,5
10992,frisky,5
10993,generically,5
10994,reality,5
10995,pomar,5
10996,brousseau,5
10997,promissio,5
10998,ronchi,5
10999,peavine,5
11000,umani,5
11001,extremadura,5
11002,distil,5
11003,saladlike,5
11004,blur,5
11005,cherryrhubarb,5
11006,bollinger,5
11007,checker,5
11008,sec,5
11009,highclass,5
11010,pepperyspicy,5
11011,manure,5
11012,singlevineyardfocused,5
11013,panna,5
11014,illusion,5
11015,urge,5
11016,slovenia,5
11017,persian,5
11018,cedarlaced,5
11019,forecast,5
11020,singularly,5
11021,subject,5
11022,sandpaperlike,5
11023,ragout,5
11024,greentobacco,5
11025,footstep,5
11026,emiliana,5
11027,ruggedly,5
11028,soya,5
11029,superintense,5
11030,neutraloak,5
11031,granule,5
11032,statuesque,5
11033,tartsweet,5
11034,bolognese,5
11035,mutt,5
11036,fullsized,5
11037,bananalike,5
11038,jangle,5
11039,tobaccoinfused,5
11040,saltine,5
11041,marquis,5
11042,harbinger,5
11043,melchor,5
11044,tenor,5
11045,trilogy,5
11046,dynamically,5
11047,bony,5
11048,cappelli,5
11049,olfactory,5
11050,bodied,5
11051,ecocert,5
11052,jackedup,5
11053,reverie,5
11054,uninspired,5
11055,justenough,5
11056,pomaceous,5
11057,grandmother,5
11058,ninth,5
11059,only,5
11060,conform,5
11061,melody,5
11062,garriguelike,5
11063,cassisladen,5
11064,luxuriate,5
11065,brightpink,5
11066,bendigo,5
11067,wellblended,5
11068,congruent,5
11069,elgin,5
11070,mineralitydriven,5
11071,spoletino,5
11072,didier,5
11073,supertannic,5
11074,escarpment,5
11075,ancellotta,5
11076,contemplate,5
11077,oregonbased,5
11078,adjust,5
11079,vegetalleaning,5
11080,subset,5
11081,merenzao,5
11082,léovillebarton,5
11083,bully,5
11084,lighttomedium,5
11085,zaftig,5
11086,salvo,5
11087,than,5
11088,drinking,5
11089,schug,5
11090,talbot,5
11091,lookout,5
11092,upstate,5
11093,silhouette,5
11094,strongwilled,5
11095,almostweightless,5
11096,lowfruit,5
11097,gummere,5
11098,hell,5
11099,rigorous,5
11100,consulta,5
11101,lapalu,5
11102,neutrality,5
11103,noto,5
11104,medjool,5
11105,runofthemill,5
11106,softspoken,5
11107,corridor,5
11108,suedelike,5
11109,oakled,5
11110,chapelle,5
11111,hallow,5
11112,fell,5
11113,plumb,5
11114,multivineyard,5
11115,fruitcocktail,5
11116,falcon,5
11117,adjective,5
11118,impermeable,5
11119,sunnier,4
11120,mineraltoned,4
11121,sidewalk,4
11122,cinnamonstick,4
11123,likelihood,4
11124,padthaway,4
11125,gimignano,4
11126,lohr,4
11127,highlevel,4
11128,gewürtz,4
11129,acetic,4
11130,jangly,4
11131,esterlinas,4
11132,beaver,4
11133,nizza,4
11134,clangy,4
11135,elixir,4
11136,torrent,4
11137,same,4
11138,nosiola,4
11139,darkblue,4
11140,rounded,4
11141,funny,4
11142,geoff,4
11143,nuts,4
11144,shull,4
11145,raptor,4
11146,vanguard,4
11147,shamelessly,4
11148,gravy,4
11149,bajas,4
11150,polar,4
11151,mintchip,4
11152,palatecleanser,4
11153,swagger,4
11154,tropez,4
11155,minestrone,4
11156,mentholeucalyptus,4
11157,paramount,4
11158,undertheradar,4
11159,biondi,4
11160,santi,4
11161,patchwork,4
11162,gloss,4
11163,businessman,4
11164,piazza,4
11165,monbazillac,4
11166,goddess,4
11167,drouhins,4
11168,chardonay,4
11169,fleetingly,4
11170,finebeaded,4
11171,wellevolved,4
11172,carnerosbased,4
11173,selezione,4
11174,cusumanos,4
11175,oro,4
11176,unhindered,4
11177,yealands,4
11178,purposeful,4
11179,tobaccoey,4
11180,bonterras,4
11181,tanninc,4
11182,musician,4
11183,saitone,4
11184,hess,4
11185,newwooddominated,4
11186,ripefruited,4
11187,assimilate,4
11188,stupendous,4
11189,firmest,4
11190,fertile,4
11191,ornellaia,4
11192,peculiarity,4
11193,canon,4
11194,enthral,4
11195,grittyfeeling,4
11196,rochemorin,4
11197,inkycolored,4
11198,literal,4
11199,scantily,4
11200,sherrylike,4
11201,width,4
11202,vanillaspice,4
11203,sudden,4
11204,ségur,4
11205,mesquitefilled,4
11206,hardpushing,4
11207,sparkly,4
11208,ache,4
11209,quilcedas,4
11210,redberried,4
11211,manduria,4
11212,bandaids,4
11213,candyshop,4
11214,casserole,4
11215,manifestation,4
11216,blackcherrycola,4
11217,berkeley,4
11218,sesta,4
11219,compile,4
11220,struckflint,4
11221,pian,4
11222,climatic,4
11223,auburn,4
11224,wellvalued,4
11225,corvo,4
11226,newt,4
11227,confluence,4
11228,mediumstraw,4
11229,chocolatechip,4
11230,pearcider,4
11231,repeatedly,4
11232,inconsistency,4
11233,education,4
11234,nv,4
11235,spinach,4
11236,saute,4
11237,spar,4
11238,driedup,4
11239,figlike,4
11240,conjunction,4
11241,raspberryinflected,4
11242,sideways,4
11243,walca,4
11244,convergence,4
11245,fifthgeneration,4
11246,enrobe,4
11247,cellarable,4
11248,ascent,4
11249,fabianos,4
11250,cadence,4
11251,opentop,4
11252,coeur,4
11253,carlos,4
11254,rumsoaked,4
11255,fulcrum,4
11256,thea,4
11257,graypink,4
11258,salice,4
11259,salentino,4
11260,lackluster,4
11261,rusticchic,4
11262,traditionalist,4
11263,verdejos,4
11264,savorystyle,4
11265,wilderness,4
11266,goldrock,4
11267,duas,4
11268,bons,4
11269,vaguest,4
11270,vasse,4
11271,felixs,4
11272,freeman,4
11273,bingcherry,4
11274,youngvine,4
11275,biodynamicallyfarmed,4
11276,moscatos,4
11277,roughshod,4
11278,barrelrich,4
11279,herbicide,4
11280,warren,4
11281,jerome,4
11282,underestimate,4
11283,irpinia,4
11284,alonside,4
11285,retro,4
11286,salvatore,4
11287,geraci,4
11288,raimund,4
11289,wadenswil,4
11290,toffeecaramel,4
11291,wildherb,4
11292,herbalvegetal,4
11293,toscano,4
11294,hadnt,4
11295,flighty,4
11296,languorously,4
11297,gregarious,4
11298,princess,4
11299,gentleness,4
11300,unsure,4
11301,eyebrow,4
11302,offnote,4
11303,runaway,4
11304,borie,4
11305,scampi,4
11306,firepit,4
11307,chénas,4
11308,vent,4
11309,stretchout,4
11310,cloverdale,4
11311,undercoat,4
11312,nicky,4
11313,jan,4
11314,demonstration,4
11315,umamiladen,4
11316,danger,4
11317,fierceness,4
11318,tildio,4
11319,circumstance,4
11320,bargetto,4
11321,beefsteak,4
11322,monção,4
11323,thackreys,4
11324,wentzel,4
11325,dunham,4
11326,cerise,4
11327,suduiraut,4
11328,monticelli,4
11329,leanbodied,4
11330,hickinbotham,4
11331,margerums,4
11332,peace,4
11333,mellifluously,4
11334,kir,4
11335,cabdominated,4
11336,liquorice,4
11337,maryhill,4
11338,hermann,4
11339,lemonyfresh,4
11340,citrusmarinated,4
11341,contra,4
11342,fume,4
11343,universally,4
11344,pebbly,4
11345,gimmick,4
11346,outcome,4
11347,nonintrusive,4
11348,rapid,4
11349,henschke,4
11350,offvintage,4
11351,revamp,4
11352,restaurateur,4
11353,wellexposed,4
11354,atfirst,4
11355,awkwardness,4
11356,lemondominated,4
11357,blousy,4
11358,pentup,4
11359,maverick,4
11360,unburden,4
11361,cherrydominated,4
11362,hooray,4
11363,underwood,4
11364,closelyknit,4
11365,esclans,4
11366,si,4
11367,strassers,4
11368,atom,4
11369,lynmar,4
11370,mccreas,4
11371,washedout,4
11372,vanillan,4
11373,highimpact,4
11374,malbecsyrah,4
11375,crane,4
11376,veeders,4
11377,false,4
11378,chioccioli,4
11379,weekly,4
11380,huschs,4
11381,mordorée,4
11382,mediumdark,4
11383,wellheeled,4
11384,phélanségur,4
11385,rugiens,4
11386,smallish,4
11387,warmtohot,4
11388,jointventure,4
11389,lezirias,4
11390,chanins,4
11391,pintas,4
11392,orangestyle,4
11393,pinkgrey,4
11394,millesimato,4
11395,harrison,4
11396,eguren,4
11397,moët,4
11398,ravish,4
11399,bubbles,4
11400,unfermented,4
11401,barrier,4
11402,lebanese,4
11403,silverados,4
11404,garnachabased,4
11405,preview,4
11406,stewedfruit,4
11407,baily,4
11408,annoy,4
11409,butternut,4
11410,optimally,4
11411,ineffable,4
11412,pancetta,4
11413,pome,4
11414,laurents,4
11415,fruityfloral,4
11416,breaddough,4
11417,candycoated,4
11418,anima,4
11419,unify,4
11420,chenins,4
11421,gill,4
11422,woodspiced,4
11423,limelight,4
11424,marechal,4
11425,glugging,4
11426,afterwards,4
11427,suppletextured,4
11428,sonomas,4
11429,roessler,4
11430,pointe,4
11431,warmhearted,4
11432,engagingly,4
11433,greentinged,4
11434,apples,4
11435,brancotts,4
11436,finelyknit,4
11437,knowledge,4
11438,dolan,4
11439,university,4
11440,panoramic,4
11441,yellowpear,4
11442,baconfat,4
11443,teatoned,4
11444,labouréroi,4
11445,parentage,4
11446,extinct,4
11447,cakebread,4
11448,pike,4
11449,currantlike,4
11450,appliqué,4
11451,plumcake,4
11452,headtohead,4
11453,sauvignonlike,4
11454,citrusinflected,4
11455,kalecik,4
11456,karasi,4
11457,precursor,4
11458,delvers,4
11459,grilledmeat,4
11460,clément,4
11461,backpalate,4
11462,genevieve,4
11463,janssens,4
11464,standup,4
11465,flare,4
11466,rife,4
11467,grapefruitflavored,4
11468,thoughout,4
11469,levante,4
11470,crow,4
11471,herbalgreen,4
11472,warwick,4
11473,negociants,4
11474,kessler,4
11475,ellen,4
11476,secondlabel,4
11477,cheesey,4
11478,dearth,4
11479,grapefruitpeel,4
11480,bianchetta,4
11481,fruitdrenched,4
11482,tahbilk,4
11483,vineripened,4
11484,fieldblend,4
11485,prunelard,4
11486,barnyardlike,4
11487,topoftherange,4
11488,youngtasting,4
11489,scalp,4
11490,proportional,4
11491,gangly,4
11492,aloxecorton,4
11493,adrianna,4
11494,romanéeconti,4
11495,llach,4
11496,embruix,4
11497,apology,4
11498,untangle,4
11499,achavalferrers,4
11500,timeless,4
11501,pyrénées,4
11502,sew,4
11503,eucalypt,4
11504,concordgrape,4
11505,philosopher,4
11506,exoticism,4
11507,enforce,4
11508,precipitously,4
11509,raspberrystrawberry,4
11510,lather,4
11511,ironstone,4
11512,trellis,4
11513,unblended,4
11514,budwood,4
11515,stink,4
11516,joguet,4
11517,applecustard,4
11518,palehued,4
11519,slimline,4
11520,nefarious,4
11521,reustle,4
11522,spoonful,4
11523,icecold,4
11524,naturaltasting,4
11525,sailor,4
11526,contract,4
11527,skinsdriven,4
11528,offering,4
11529,bouärd,4
11530,fondo,4
11531,acetone,4
11532,guinness,4
11533,candiedcitrus,4
11534,darkchocolatecovered,4
11535,chandons,4
11536,chery,4
11537,communicate,4
11538,tbas,4
11539,bushtrained,4
11540,tardieulaurent,4
11541,sourcandy,4
11542,madeiralike,4
11543,grandma,4
11544,tbone,4
11545,superficially,4
11546,foul,4
11547,vanillaspiced,4
11548,wölffers,4
11549,muna,4
11550,wes,4
11551,florally,4
11552,brawnier,4
11553,mediumgarnet,4
11554,octave,4
11555,salinelike,4
11556,cioppino,4
11557,cognaclike,4
11558,vinted,4
11559,fenetre,4
11560,garage,4
11561,citrusbased,4
11562,vendanges,4
11563,tardives,4
11564,poppyseed,4
11565,fourteen,4
11566,bernardot,4
11567,flaunt,4
11568,amiable,4
11569,montonico,4
11570,cornbread,4
11571,keel,4
11572,borras,4
11573,omniwines,4
11574,astor,4
11575,pineappleorange,4
11576,crimp,4
11577,dehydrate,4
11578,repute,4
11579,ferrero,4
11580,blockier,4
11581,fizzano,4
11582,pineappleinfused,4
11583,remo,4
11584,farina,4
11585,sousa,4
11586,girolamo,4
11587,hedonistically,4
11588,strawberrylike,4
11589,headon,4
11590,threebarrel,4
11591,saget,4
11592,corinne,4
11593,coddle,4
11594,foodworthy,4
11595,superlong,4
11596,rd,4
11597,pinksalmon,4
11598,gianfranco,4
11599,velvetyrich,4
11600,stirring,4
11601,portal,4
11602,redjelly,4
11603,almondbutter,4
11604,mildtasting,4
11605,footstomped,4
11606,passable,4
11607,pigment,4
11608,chambert,4
11609,cluver,4
11610,sàgana,4
11611,particle,4
11612,wideranging,4
11613,grenachedominated,4
11614,puncture,4
11615,untoward,4
11616,cheesysmelling,4
11617,fifty,4
11618,buyer,4
11619,cloveinfused,4
11620,mailly,4
11621,botting,4
11622,loir,4
11623,debate,4
11624,sandgrube,4
11625,borra,4
11626,channing,4
11627,mordorées,4
11628,taptiel,4
11629,familiarity,4
11630,redbrick,4
11631,cocoalike,4
11632,embraceable,4
11633,teenager,4
11634,remotely,4
11635,longrunning,4
11636,tonguegripping,4
11637,bodacious,4
11638,blackberryinfused,4
11639,solutré,4
11640,crushedmineral,4
11641,asianspiced,4
11642,budonetto,4
11643,lestage,4
11644,wad,4
11645,soursweet,4
11646,atmosphere,4
11647,grabbiness,4
11648,fortification,4
11649,perrum,4
11650,inoculate,4
11651,theyll,4
11652,meager,4
11653,readytogo,4
11654,wildferment,4
11655,roxo,4
11656,liguria,4
11657,almostthick,4
11658,grahm,4
11659,justcrushed,4
11660,nunes,4
11661,marcillac,4
11662,veramonte,4
11663,lightercolored,4
11664,hovey,4
11665,mare,4
11666,densest,4
11667,roughen,4
11668,purpletinted,4
11669,kason,4
11670,bakedbread,4
11671,nota,4
11672,plaimont,4
11673,inroad,4
11674,topsoil,4
11675,loimers,4
11676,moccagattas,4
11677,chocolatelike,4
11678,nicoles,4
11679,friction,4
11680,replay,4
11681,rhythm,4
11682,whiteplum,4
11683,virtual,4
11684,mongrel,4
11685,silt,4
11686,limo,4
11687,thörles,4
11688,dalton,4
11689,satellite,4
11690,tj,4
11691,vinha,4
11692,phillips,4
11693,shannon,4
11694,graton,4
11695,wildthyme,4
11696,shirazcabernet,4
11697,beetlike,4
11698,fink,4
11699,saralees,4
11700,fittingly,4
11701,cobb,4
11702,nubby,4
11703,tsar,4
11704,insinuate,4
11705,rafael,4
11706,focused,4
11707,shes,4
11708,marcoux,4
11709,estrela,4
11710,calabrian,4
11711,amarela,4
11712,plantagenet,4
11713,jeanlouis,4
11714,coffeecrusted,4
11715,oldtime,4
11716,willful,4
11717,daedalus,4
11718,jacquère,4
11719,virginie,4
11720,sebastien,4
11721,ojai,4
11722,rr,4
11723,covey,4
11724,elvio,4
11725,tangerinelike,4
11726,rapierlike,4
11727,claire,4
11728,countryside,4
11729,maures,4
11730,disguise,4
11731,toughen,4
11732,paean,4
11733,acidlovers,4
11734,snag,4
11735,alfred,4
11736,tanninlaced,4
11737,lightlyripened,4
11738,mediumgrain,4
11739,butler,4
11740,carbonnieux,4
11741,spoilage,4
11742,caution,4
11743,heartstopping,4
11744,victor,4
11745,granita,4
11746,arnold,4
11747,rarer,4
11748,someplace,4
11749,greenhouse,4
11750,brave,4
11751,prosper,4
11752,gattera,4
11753,brandborg,4
11754,giorgio,4
11755,uncommonly,4
11756,companionable,4
11757,freitas,4
11758,salon,4
11759,motto,4
11760,constrict,4
11761,headquarter,4
11762,quintarelli,4
11763,gradation,4
11764,mincemeat,4
11765,female,4
11766,flavorboosting,4
11767,bunchedup,4
11768,fathom,4
11769,standoff,4
11770,guenoc,4
11771,dunk,4
11772,plumminess,4
11773,deliberate,4
11774,buddy,4
11775,citation,4
11776,whiterock,4
11777,porto,4
11778,sèvre,4
11779,hardsmacking,4
11780,addins,4
11781,bathe,4
11782,châteauneufs,4
11783,sograpes,4
11784,roccas,4
11785,cobos,4
11786,routas,4
11787,eagerly,4
11788,woodmatured,4
11789,ironlaced,4
11790,amphorashaped,4
11791,enthusiasm,4
11792,gage,4
11793,theater,4
11794,rinaldi,4
11795,cinnabar,4
11796,farflung,4
11797,coldfermented,4
11798,sughere,4
11799,frassinello,4
11800,bangup,4
11801,ethos,4
11802,nuances,4
11803,gripe,4
11804,skunk,4
11805,macmurray,4
11806,nowmature,4
11807,abelé,4
11808,sensationally,4
11809,easydrinker,4
11810,spicedup,4
11811,navel,4
11812,coca,4
11813,pilgrim,4
11814,ducrubeaucaillou,4
11815,backwards,4
11816,toffeelike,4
11817,vinhão,4
11818,rivière,4
11819,seamlessness,4
11820,albert,4
11821,cryogenically,4
11822,joke,4
11823,spitz,4
11824,lyre,4
11825,bedrock,4
11826,sheldrake,4
11827,pheasant,4
11828,highprofile,4
11829,ledger,4
11830,radda,4
11831,marinade,4
11832,attest,4
11833,classicos,4
11834,dependent,4
11835,preciselydefined,4
11836,have,4
11837,unidimensional,4
11838,coturri,4
11839,baldaccis,4
11840,encore,4
11841,madrid,4
11842,eli,4
11843,glacé,4
11844,premature,4
11845,herbalness,4
11846,newoaky,4
11847,agent,4
11848,mourvèdres,4
11849,enterprising,4
11850,jeanpaul,4
11851,sourorange,4
11852,lightmedium,4
11853,solvang,4
11854,rubberband,4
11855,pallisers,4
11856,while,4
11857,apricots,4
11858,florence,4
11859,oversaturated,4
11860,invoke,4
11861,fiber,4
11862,standby,4
11863,châteaus,4
11864,stillgreen,4
11865,highgrade,4
11866,beret,4
11867,duca,4
11868,frescobaldis,4
11869,flimsy,4
11870,cede,4
11871,grandiose,4
11872,fetch,4
11873,sherbety,4
11874,soos,4
11875,teem,4
11876,madden,4
11877,opengrained,4
11878,ballentine,4
11879,garnachasyrah,4
11880,pounder,4
11881,niagara,4
11882,dumbed,4
11883,beaujeu,4
11884,herrenberg,4
11885,inglewood,4
11886,brownedbutter,4
11887,ester,4
11888,monticello,4
11889,tangible,4
11890,gassiness,4
11891,viticulturalist,4
11892,ramospintos,4
11893,raymonds,4
11894,montgras,4
11895,glaetzer,4
11896,joaquin,4
11897,ironlike,4
11898,catholic,4
11899,decrease,4
11900,sweetcorn,4
11901,datenut,4
11902,mildy,4
11903,raphael,4
11904,china,4
11905,jonck,4
11906,ferrari,4
11907,audacity,4
11908,unending,4
11909,niner,4
11910,boon,4
11911,chamisal,4
11912,missouri,4
11913,benessere,4
11914,viuramalvasia,4
11915,valleystyle,4
11916,headline,4
11917,puro,4
11918,duller,4
11919,tastier,4
11920,twelve,4
11921,mikael,4
11922,napasonoma,4
11923,corgo,4
11924,serôdio,4
11925,emperor,4
11926,british,4
11927,industrial,4
11928,competence,4
11929,wallet,4
11930,commence,4
11931,caren,4
11932,opens,4
11933,sicilia,4
11934,blewitt,4
11935,mason,4
11936,moulins,4
11937,dustily,4
11938,heinrichs,4
11939,rouse,4
11940,barr,4
